Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Total Deaths per 100rb,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
2020-06-13,ID-KS,Kalimantan Selatan,123,6,22,95,1815,124,202,1489,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2.0,153,144.0,1864.0,38744,4023049,103.84,115.4385783,-2.993594979,30.57,451.15,1.49,30.82,3.08,6.83%,11.13%,2.05,2.0
2020-07-12,ID-NT,Nusa Tenggara Timur,0,0,0,0,121,1,91,29,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1.0,309,327.0,3026.0,48718,5411321,111.07,121.592271,-8.682205,0.0,22.36,0.0,0.18,0.02,0.83%,75.21%,1.0,1.0
2021-07-06,ID-BB,Kepulauan Bangka Belitung,241,4,89,148,22389,345,20417,1627,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1.0,47,82.0,309.0,16424,1379767,84.01,106.5499324,-2.447444127,174.67,16226.65,2.9,250.04,25.0,1.54%,91.19%,1.39,1.0
2021-08-30,ID-NB,Nusa Tenggara Barat,83,6,117,-40,25732,714,23914,1104,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2.0,117,145.0,995.0,18572,5270247,283.77,117.5086257,-8.606998866,15.75,4882.5,1.14,135.48,13.55,2.77%,92.93%,1.06,3.0
2020-12-01,ID-KS,Kalimantan Selatan,82,4,39,39,13281,531,11816,934,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2.0,153,144.0,1864.0,38744,4023049,103.84,115.4385783,-2.993594979,20.38,3301.23,0.99,131.99,13.2,4.00%,88.97%,6.83,4.0
2020-12-26,ID-BA,Bali,96,5,102,-11,16881,494,15501,886,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1.0,57,80.0,636.0,5780,4216171,729.43,115.1317136,-8.369471688,22.77,4003.87,1.19,117.17,11.72,2.93%,91.83%,0.86,1.25
2021-09-12,ID-GO,Gorontalo,7,0,8,-1,11509,446,10614,449,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1.0,77,72.0,657.0,11257,1180651,104.88,122.3760581,0.687002604,5.93,9748.01,0.0,377.76,37.78,3.88%,92.22%,0.88,0.0
2021-11-11,ID-NT,Nusa Tenggara Timur,10,0,15,-5,63765,1334,62289,142,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1.0,309,327.0,3026.0,48718,5411321,111.07,121.592271,-8.682205,1.85,11783.63,0.0,246.52,24.65,2.09%,97.69%,1.25,0.0
2020-05-14,ID-SB,Sumatera Barat,32,2,3,27,371,22,89,260,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.4650624,-0.850253225,5.8,67.22,0.36,3.99,0.4,5.93%,23.99%,1.6,2.0
2020-04-10,ID-SN,Sulawesi Selatan,33,1,0,32,165,12,29,124,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3.0,311,792.0,2255.0,46717,9426885,201.78,120.1620559,-3.731080714,3.5,17.5,0.11,1.27,0.13,7.27%,17.58%,5.5,
2021-08-01,ID-SA,Sulawesi Utara,293,20,332,-59,24839,725,18671,5443,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,110.91,9402.0,7.57,274.43,27.44,2.92%,75.17%,0.41,1.0
2020-04-06,ID-AC,Aceh,0,0,0,0,5,0,1,4,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5.0,289,,6497.0,57956,5247257,90.54,96.91052174,4.225614628,0.0,0.95,0.0,0.0,0.0,0.00%,20.00%,1.0,1.0
2021-05-26,ID-SU,Sumatera Utara,85,3,77,5,31557,1037,28088,2432,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8.0,450,693.0,5417.0,72981,14874889,203.82,99.05196442,2.191894453,5.71,2121.49,0.2,69.71,6.97,3.29%,89.01%,0.88,0.75
2021-04-04,ID-JA,Jambi,23,0,17,6,6384,95,5158,1131,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2.0,141,163.0,1399.0,50058,3493357,69.79,102.7236404,-1.69769766,6.58,1827.47,0.0,27.19,2.72,1.49%,80.80%,0.72,0.0
2022-04-01,ID-AC,Aceh,12,1,85,-74,43558,2183,40386,989,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5.0,289,,6497.0,57956,5247257,90.54,96.91052174,4.225614628,2.29,8301.1,0.19,416.03,41.6,5.01%,92.72%,0.55,0.33
2020-12-14,ID-SS,Sumatera Selatan,48,3,14,31,10335,559,8535,1241,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4.0,241,387.0,2853.0,91592,8217551,89.72,104.1694647,-3.216211808,5.84,1257.67,0.37,68.03,6.8,5.41%,82.58%,0.79,1.0
2020-12-03,ID-PB,Papua Barat,6,0,42,-36,5377,88,4668,621,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,5.26,4713.77,0.0,77.15,7.71,1.64%,86.81%,0.32,1.0
2021-10-25,ID-KU,Kalimantan Utara,26,0,149,-123,35715,800,33965,950,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1.0,53,35.0,447.0,75468,648407,8.59,116.2188791,2.891012621,40.1,55081.15,0.0,1233.79,123.38,2.24%,95.10%,1.44,1.0
2020-08-11,ID-JA,Jambi,0,0,0,0,210,5,122,83,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2.0,141,163.0,1399.0,50058,3493357,69.79,102.7236404,-1.69769766,0.0,60.11,0.0,1.43,0.14,2.38%,58.10%,1.0,1.0
2021-09-27,ID-SS,Sumatera Selatan,18,1,36,-19,59540,3037,56039,464,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4.0,241,387.0,2853.0,91592,8217551,89.72,104.1694647,-3.216211808,2.19,7245.47,0.12,369.57,36.96,5.10%,94.12%,0.95,0.33
2022-07-23,ID-RI,Riau,13,0,4,9,151035,4429,146519,87,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2.0,169,268.0,1591.0,87024,6074100,69.8,101.8051092,0.511647851,2.14,24865.41,0.0,729.16,72.92,2.93%,97.01%,0.81,1.0
2021-10-03,ID-JK,DKI Jakarta,127,4,89,34,858198,13552,842923,1723,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,,664,10846145,16334.31,106.8361183,-6.204698991,11.71,79124.7,0.37,1249.48,124.95,1.58%,98.22%,0.82,0.8
2021-07-19,ID-JI,Jawa Timur,4419,357,2865,1197,243567,16509,182901,44157,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9.0,666,777.0,7724.0,47803,40479023,846.78,112.7329414,-7.723345579,109.17,6017.12,8.82,407.84,40.78,6.78%,75.09%,0.77,1.08
2021-03-08,ID-LA,Lampung,53,2,79,-28,12960,671,11462,827,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2.0,228,205.0,2435.0,34624,9095591,262.7,105.0214366,-4.916792975,5.83,1424.87,0.22,73.77,7.38,5.18%,88.44%,1.1,
2022-02-09,ID-SG,Sulawesi Tenggara,83,1,1,81,20516,531,19651,334,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2.0,219,377.0,1911.0,38068,2635461,69.23,122.070311,-4.124688793,31.49,7784.6,0.38,201.48,20.15,2.59%,95.78%,0.99,1.0
2020-03-18,ID-RI,Riau,0,0,0,0,1,0,1,0,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2.0,169,268.0,1591.0,87024,6074100,69.8,101.8051092,0.511647851,0.0,0.16,0.0,0.0,0.0,0.00%,100.00%,1.0,1.0
2021-10-31,ID-SB,Sumatera Barat,3,0,6,-3,89771,2145,87392,234,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.4650624,-0.850253225,0.54,16265.09,0.0,388.64,38.86,2.39%,97.35%,0.38,1.0
2021-10-13,ID-SU,Sumatera Utara,55,1,45,9,105396,2862,101659,875,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8.0,450,693.0,5417.0,72981,14874889,203.82,99.05196442,2.191894453,3.7,7085.5,0.07,192.4,19.24,2.72%,96.45%,1.28,1.0
2020-06-25,ID-LA,Lampung,4,0,0,4,187,12,135,40,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2.0,228,205.0,2435.0,34624,9095591,262.7,105.0214366,-4.916792975,0.44,20.56,0.0,1.32,0.13,6.42%,72.19%,2.0,1.0
2022-03-09,ID-SN,Sulawesi Selatan,439,5,1578,-1144,140256,2404,125299,12553,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3.0,311,792.0,2255.0,46717,9426885,201.78,120.1620559,-3.731080714,46.57,14878.3,0.53,255.02,25.5,1.71%,89.34%,0.68,0.42
2021-10-25,ID-SU,Sumatera Utara,14,1,40,-27,105750,2882,102362,506,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8.0,450,693.0,5417.0,72981,14874889,203.82,99.05196442,2.191894453,0.94,7109.3,0.07,193.75,19.37,2.73%,96.80%,0.74,0.33
2021-08-21,IDN,Indonesia,16744,1361,23011,-7628,3967048,125342,3522048,319658,Country,,,Indonesia,Asia,,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,63.14,14959.52,5.13,472.66,47.27,3.16%,88.78%,0.84,1.01
2020-09-27,ID-SR,Sulawesi Barat,46,0,8,38,617,11,416,190,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73.0,575.0,16787,1559984,92.93,119.3450194,-2.461746053,29.49,395.52,0.0,7.05,0.71,1.78%,67.42%,11.5,1.0
2020-05-15,ID-PA,Papua,3,0,0,3,333,7,51,275,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,0.69,76.72,0.0,1.61,0.16,2.10%,15.32%,0.75,1.0
2021-09-09,ID-JK,DKI Jakarta,308,13,484,-189,853907,13417,836167,4323,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,,664,10846145,16334.31,106.8361183,-6.204698991,28.4,78729.08,1.2,1237.03,123.7,1.57%,97.92%,0.72,0.93
2021-07-28,ID-PB,Papua Barat,116,0,231,-115,17700,272,14463,2965,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,101.69,15516.77,0.0,238.45,23.84,1.54%,81.71%,0.62,0.0
2020-09-03,ID-MA,Maluku,51,0,17,34,1961,35,1225,701,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.576792,-3.192572,27.61,1061.67,0.0,18.95,1.89,1.78%,62.47%,5.1,0.0
2021-10-12,ID-MA,Maluku,1,0,12,-11,14552,259,14221,72,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.576792,-3.192572,0.54,7878.31,0.0,140.22,14.02,1.78%,97.73%,1.0,1.0
2021-02-11,ID-JT,Jawa Tengah,985,24,748,213,140404,5787,90333,44284,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6.0,576,753.0,7809.0,32801,36364072,1108.64,110.2011149,-7.259097177,27.09,3861.06,0.66,159.14,15.91,4.12%,64.34%,0.81,2.67
2022-08-31,ID-JA,Jambi,5,1,11,-7,38543,888,37585,70,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2.0,141,163.0,1399.0,50058,3493357,69.79,102.7236404,-1.69769766,1.43,11033.23,0.29,254.2,25.42,2.30%,97.51%,0.63,
2022-06-15,ID-KU,Kalimantan Utara,3,0,0,3,45321,859,44454,8,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1.0,53,35.0,447.0,75468,648407,8.59,116.2188791,2.891012621,4.63,69895.91,0.0,1324.79,132.48,1.90%,98.09%,,0.0
2020-08-18,ID-MA,Maluku,9,1,28,-20,1530,31,975,524,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.576792,-3.192572,4.87,828.33,0.54,16.78,1.68,2.03%,63.73%,0.35,1.0
2022-05-30,ID-KR,Kepulauan Riau,0,0,0,0,70185,1881,68299,5,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2.0,75,142.0,275.0,8202,1929400,235.24,108.261746,3.916346,0.0,36376.59,0.0,974.91,97.49,2.68%,97.31%,0.0,0.0
2021-07-22,ID-BA,Bali,1250,33,652,565,65257,1873,54572,8812,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1.0,57,80.0,636.0,5780,4216171,729.43,115.1317136,-8.369471688,296.48,15477.79,7.83,444.24,44.42,2.87%,83.63%,1.13,1.43
2021-03-14,ID-GO,Gorontalo,7,0,3,4,4960,140,4516,304,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1.0,77,72.0,657.0,11257,1180651,104.88,122.3760581,0.687002604,5.93,4201.07,0.0,118.58,11.86,2.82%,91.05%,0.14,0.0
2021-07-18,ID-JI,Jawa Timur,5706,332,3007,2367,239148,16152,180036,42960,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9.0,666,777.0,7724.0,47803,40479023,846.78,112.7329414,-7.723345579,140.96,5907.95,8.2,399.02,39.9,6.75%,75.28%,0.82,1.17
2021-08-27,ID-BA,Bali,558,45,685,-172,105377,3366,93804,8207,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1.0,57,80.0,636.0,5780,4216171,729.43,115.1317136,-8.369471688,132.35,24993.53,10.67,798.35,79.84,3.19%,89.02%,0.99,0.88
2022-01-04,ID-JI,Jawa Timur,17,0,24,-7,400115,29746,370412,-43,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9.0,666,777.0,7724.0,47803,40479023,846.78,112.7329414,-7.723345579,0.42,9884.5,0.0,734.85,73.48,7.43%,92.58%,1.7,1.0
2020-07-27,ID-LA,Lampung,2,0,2,0,252,12,192,48,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2.0,228,205.0,2435.0,34624,9095591,262.7,105.0214366,-4.916792975,0.22,27.71,0.0,1.32,0.13,4.76%,76.19%,0.67,1.0
2022-05-12,ID-KI,Kalimantan Timur,6,0,4,2,206280,5711,200520,49,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,1.69,58071.2,0.0,1607.74,160.77,2.77%,97.21%,0.33,1.0
2022-09-06,ID-KR,Kepulauan Riau,20,0,10,10,70818,1886,68836,96,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2.0,75,142.0,275.0,8202,1929400,235.24,108.261746,3.916346,10.37,36704.68,0.0,977.51,97.75,2.66%,97.20%,10.0,1.0
2021-09-29,ID-ST,Sulawesi Tengah,22,3,132,-113,46298,1559,43795,944,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1.0,175,175.0,1842.0,61841,2955567,47.79,121.2010927,-1.00413668,7.44,15664.68,1.02,527.48,52.75,3.37%,94.59%,0.36,3.0
2022-07-08,ID-KI,Kalimantan Timur,12,0,9,3,206509,5716,200711,82,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,3.38,58135.67,0.0,1609.15,160.91,2.77%,97.19%,0.46,0.0
2021-02-24,ID-NT,Nusa Tenggara Timur,95,21,280,-206,8681,244,6144,2293,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1.0,309,327.0,3026.0,48718,5411321,111.07,121.592271,-8.682205,17.56,1604.23,3.88,45.09,4.51,2.81%,70.78%,0.49,3.5
2022-04-09,ID-NT,Nusa Tenggara Timur,39,0,98,-59,93491,1501,91269,721,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1.0,309,327.0,3026.0,48718,5411321,111.07,121.592271,-8.682205,7.21,17276.93,0.0,277.38,27.74,1.61%,97.62%,1.18,0.0
2021-10-30,ID-JI,Jawa Timur,81,6,67,8,398182,29623,368253,306,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9.0,666,777.0,7724.0,47803,40479023,846.78,112.7329414,-7.723345579,2.0,9836.75,0.15,731.81,73.18,7.44%,92.48%,1.5,1.2
2021-03-03,ID-ST,Sulawesi Tengah,66,1,88,-23,10199,261,8420,1518,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1.0,175,175.0,1842.0,61841,2955567,47.79,121.2010927,-1.00413668,22.33,3450.78,0.34,88.31,8.83,2.56%,82.56%,1.94,1.0
2021-02-01,ID-MA,Maluku,46,0,36,10,6472,85,5210,1177,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.576792,-3.192572,24.9,3503.88,0.0,46.02,4.6,1.31%,80.50%,1.0,1.0
2020-09-06,ID-RI,Riau,141,5,29,107,2590,47,1254,1289,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2.0,169,268.0,1591.0,87024,6074100,69.8,101.8051092,0.511647851,23.21,426.4,0.82,7.74,0.77,1.81%,48.42%,0.8,
2021-04-10,ID-AC,Aceh,20,3,5,12,10075,403,8156,1516,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5.0,289,,6497.0,57956,5247257,90.54,96.91052174,4.225614628,3.81,1920.05,0.57,76.8,7.68,4.00%,80.95%,0.71,3.0
2021-05-20,ID-MU,Maluku Utara,8,0,0,8,4463,120,4232,111,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2.0,116,118.0,1063.0,31983,1307803,40.89,127.5391072,0.212036949,6.12,3412.59,0.0,91.76,9.18,2.69%,94.82%,4.0,1.0
2022-06-04,ID-GO,Gorontalo,0,0,0,0,13903,486,13413,4,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1.0,77,72.0,657.0,11257,1180651,104.88,122.3760581,0.687002604,0.0,11775.71,0.0,411.64,41.16,3.50%,96.48%,0.0,1.0
2022-05-17,ID-SA,Sulawesi Utara,0,0,1,-1,51511,1190,50290,31,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,0.0,19497.83,0.0,450.44,45.04,2.31%,97.63%,1.0,1.0
2022-05-28,ID-AC,Aceh,0,0,0,0,43702,2217,41482,3,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5.0,289,,6497.0,57956,5247257,90.54,96.91052174,4.225614628,0.0,8328.54,0.0,422.51,42.25,5.07%,94.92%,1.0,1.0
2020-12-31,ID-AC,Aceh,4,0,9,-5,8746,358,7140,1248,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5.0,289,,6497.0,57956,5247257,90.54,96.91052174,4.225614628,0.76,1666.78,0.0,68.23,6.82,4.09%,81.64%,0.67,1.0
2020-04-14,ID-KS,Kalimantan Selatan,3,2,0,1,37,7,4,26,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2.0,153,144.0,1864.0,38744,4023049,103.84,115.4385783,-2.993594979,0.75,9.2,0.5,1.74,0.17,18.92%,10.81%,3.0,
2020-11-24,ID-KU,Kalimantan Utara,89,0,14,75,1235,15,908,312,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1.0,53,35.0,447.0,75468,648407,8.59,116.2188791,2.891012621,137.26,1904.67,0.0,23.13,2.31,1.21%,73.52%,8.9,1.0
2022-08-21,ID-BT,Banten,405,0,1895,-1490,324753,2944,317633,4176,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4.0,155,313.0,1238.0,9663,10722374,1109.64,106.1090043,-6.456736388,37.77,30287.42,0.0,274.57,27.46,0.91%,97.81%,0.79,1.0
2022-09-07,ID-BT,Banten,390,0,133,257,332365,2949,325791,3625,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4.0,155,313.0,1238.0,9663,10722374,1109.64,106.1090043,-6.456736388,36.37,30997.33,0.0,275.03,27.5,0.89%,98.02%,0.88,1.0
2021-10-03,ID-SA,Sulawesi Utara,5,0,5,0,34228,1031,32407,790,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,1.89,12955.91,0.0,390.25,39.03,3.01%,94.68%,0.2,0.0
2021-01-31,ID-SG,Sulawesi Tenggara,58,0,77,-19,9501,176,7844,1481,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2.0,219,377.0,1911.0,38068,2635461,69.23,122.070311,-4.124688793,22.01,3605.06,0.0,66.78,6.68,1.85%,82.56%,1.26,1.0
2022-08-07,ID-JK,DKI Jakarta,1824,5,3003,-1184,1346411,15402,1311748,19261,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,,664,10846145,16334.31,106.8361183,-6.204698991,168.17,124137.29,0.46,1420.04,142.0,1.14%,97.43%,0.77,1.67
2022-01-26,ID-MA,Maluku,4,0,8,-4,14614,268,14338,8,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.576792,-3.192572,2.17,7911.87,0.0,145.09,14.51,1.83%,98.11%,1.33,0.0
2020-04-15,ID-JK,DKI Jakarta,143,9,20,114,2085,280,212,1593,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,,664,10846145,16334.31,106.8361183,-6.204698991,13.18,192.23,0.83,25.82,2.58,13.43%,10.17%,1.17,0.9
2022-04-25,ID-BB,Kepulauan Bangka Belitung,0,0,8,-8,65586,1600,63955,31,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1.0,47,82.0,309.0,16424,1379767,84.01,106.5499324,-2.447444127,0.0,47534.11,0.0,1159.62,115.96,2.44%,97.51%,0.0,1.0
2021-01-25,ID-SB,Sumatera Barat,44,3,80,-39,26496,588,23323,2585,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.4650624,-0.850253225,7.97,4800.66,0.54,106.54,10.65,2.22%,88.02%,0.36,
2020-08-16,ID-BA,Bali,41,0,15,26,4061,21,1152,2888,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1.0,57,80.0,636.0,5780,4216171,729.43,115.1317136,-8.369471688,9.72,963.2,0.0,4.98,0.5,0.52%,28.37%,0.93,1.0
2021-05-17,ID-PA,Papua,0,0,0,0,20433,261,11451,8721,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,0.0,4707.69,0.0,60.13,6.01,1.28%,56.04%,1.0,1.0
2021-01-10,ID-RI,Riau,166,3,108,55,26332,617,24275,1440,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2.0,169,268.0,1591.0,87024,6074100,69.8,101.8051092,0.511647851,27.33,4335.13,0.49,101.58,10.16,2.34%,92.19%,1.24,0.43
2022-06-28,ID-BT,Banten,227,0,77,150,296577,2934,292280,1363,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4.0,155,313.0,1238.0,9663,10722374,1109.64,106.1090043,-6.456736388,21.17,27659.64,0.0,273.63,27.36,0.99%,98.55%,1.54,1.0
2021-08-05,ID-SG,Sulawesi Tenggara,218,6,182,30,17297,390,13593,3314,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2.0,219,377.0,1911.0,38068,2635461,69.23,122.070311,-4.124688793,82.72,6563.18,2.28,147.98,14.8,2.25%,78.59%,1.15,1.0
2021-10-17,ID-KI,Kalimantan Timur,20,4,70,-54,157618,5423,151762,433,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,5.63,44372.05,1.13,1526.66,152.67,3.44%,96.28%,0.5,
2021-09-14,ID-MA,Maluku,9,0,16,-7,14413,258,13917,238,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.576792,-3.192572,4.87,7803.06,0.0,139.68,13.97,1.79%,96.56%,9.0,1.0
2020-08-05,ID-KR,Kepulauan Riau,7,3,0,4,501,23,324,154,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2.0,75,142.0,275.0,8202,1929400,235.24,108.261746,3.916346,3.63,259.67,1.55,11.92,1.19,4.59%,64.67%,,
2020-08-28,ID-BA,Bali,93,0,6,87,4897,21,1265,3611,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1.0,57,80.0,636.0,5780,4216171,729.43,115.1317136,-8.369471688,22.06,1161.48,0.0,4.98,0.5,0.43%,25.83%,1.13,1.0
2020-05-11,ID-JB,Jawa Barat,58,4,16,38,1809,123,389,1297,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9.0,627,645.0,5312.0,35378,45161325,1276.55,107.6037083,-6.920432083,1.28,40.06,0.09,2.72,0.27,6.80%,21.50%,19.33,
2020-08-14,ID-SS,Sumatera Selatan,39,2,112,-75,3844,205,2528,1111,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4.0,241,387.0,2853.0,91592,8217551,89.72,104.1694647,-3.216211808,4.75,467.78,0.24,24.95,2.49,5.33%,65.76%,1.44,
